Player,Tm,PTS,Points_Running_Avg,player_points_line,Date,Place,Opp
Terry Rozier,CHO,18,22.632,24.5,2023-12-28,Away,LAL
Terry Rozier,CHO,18,22.632,24.5,2023-12-28,Away,LAL
Terry Rozier,CHO,18,22.632,24.5,2023-12-28,Away,LAL
Terry Rozier,CHO,18,22.632,24.5,2023-12-28,Away,LAL
Terry Rozier,CHO,18,22.632,24.5,2023-12-28,Away,LAL
Terry Rozier,CHO,18,22.632,24.5,2023-12-28,Away,LAL
Terry Rozier,CHO,18,22.632,24.5,2023-12-28,Away,LAL
Terry Rozier,CHO,18,22.632,24.5,2023-12-28,Away,LAL
Terry Rozier,CHO,18,22.632,24.5,2023-12-28,Away,LAL
Terry Rozier,CHO,18,22.632,24.5,2023-12-28,Away,LAL
Terry Rozier,CHO,18,22.632,24.5,2023-12-28,Away,LAL
Terry Rozier,CHO,18,22.632,24.5,2023-12-28,Away,LAL
Terry Rozier,CHO,18,22.632,24.5,2023-12-28,Away,LAL
Terry Rozier,CHO,18,22.632,24.5,2023-12-28,Away,LAL
Terry Rozier,CHO,18,22.632,24.5,2023-12-28,Away,LAL
Terry Rozier,CHO,18,22.632,24.5,2023-12-28,Away,LAL
Terry Rozier,CHO,18,22.632,24.5,2023-12-28,Away,LAL
Terry Rozier,CHO,18,21.579,24.5,2023-12-28,Away,LAL
Terry Rozier,CHO,18,21.579,24.5,2023-12-28,Away,LAL
Terry Rozier,CHO,18,21.579,24.5,2023-12-28,Away,LAL
Terry Rozier,CHO,18,21.579,24.5,2023-12-28,Away,LAL
Terry Rozier,CHO,18,21.579,24.5,2023-12-28,Away,LAL
Terry Rozier,CHO,18,21.579,24.5,2023-12-28,Away,LAL
Terry Rozier,CHO,18,21.579,24.5,2023-12-28,Away,LAL
Terry Rozier,CHO,18,21.579,24.5,2023-12-28,Away,LAL
Terry Rozier,CHO,18,21.579,24.5,2023-12-28,Away,LAL
Terry Rozier,CHO,18,21.579,24.5,2023-12-28,Away,LAL
Terry Rozier,CHO,18,21.579,24.5,2023-12-28,Away,LAL
Terry Rozier,CHO,18,21.579,24.5,2023-12-28,Away,LAL
Terry Rozier,CHO,18,21.579,24.5,2023-12-28,Away,LAL
Terry Rozier,CHO,18,21.579,24.5,2023-12-28,Away,LAL
Terry Rozier,CHO,18,21.579,24.5,2023-12-28,Away,LAL
Terry Rozier,CHO,18,21.579,24.5,2023-12-28,Away,LAL
Terry Rozier,CHO,18,21.579,24.5,2023-12-28,Away,LAL
Terry Rozier,CHO,18,21.579,24.5,2023-12-28,Away,LAL
Terry Rozier,CHO,18,21.579,24.5,2023-12-28,Away,LAL
Terry Rozier,CHO,18,21.579,24.5,2023-12-28,Away,LAL
Terry Rozier,CHO,18,21.579,24.5,2023-12-28,Away,LAL
Terry Rozier,CHO,18,21.579,24.5,2023-12-28,Away,LAL
Terry Rozier,CHO,18,21.579,24.5,2023-12-28,Away,LAL
Terry Rozier,CHO,18,21.579,24.5,2023-12-28,Away,LAL
Terry Rozier,CHO,18,21.579,24.5,2023-12-28,Away,LAL
Terry Rozier,CHO,18,21.579,24.5,2023-12-28,Away,LAL
Terry Rozier,CHO,18,21.579,24.5,2023-12-28,Away,LAL
Terry Rozier,CHO,18,21.579,24.5,2023-12-28,Away,LAL
Terry Rozier,CHO,18,21.579,24.5,2023-12-28,Away,LAL
Terry Rozier,CHO,18,21.579,24.5,2023-12-28,Away,LAL
Terry Rozier,CHO,18,21.579,24.5,2023-12-28,Away,LAL
Terry Rozier,CHO,18,21.579,24.5,2023-12-28,Away,LAL
Terry Rozier,CHO,15,23.682,23.5,2024-01-05,Away,CHI
Terry Rozier,CHO,15,23.682,23.5,2024-01-05,Away,CHI
Terry Rozier,CHO,15,23.682,23.5,2024-01-05,Away,CHI
Terry Rozier,CHO,15,23.682,23.5,2024-01-05,Away,CHI
Terry Rozier,CHO,15,23.682,23.5,2024-01-05,Away,CHI
Terry Rozier,CHO,15,23.682,23.5,2024-01-05,Away,CHI
Terry Rozier,CHO,15,23.682,23.5,2024-01-05,Away,CHI
Terry Rozier,CHO,15,23.682,23.5,2024-01-05,Away,CHI
Terry Rozier,CHO,15,23.682,23.5,2024-01-05,Away,CHI
Terry Rozier,CHO,15,23.682,23.5,2024-01-05,Away,CHI
Terry Rozier,CHO,15,23.682,23.5,2024-01-05,Away,CHI
Terry Rozier,CHO,15,23.682,23.5,2024-01-05,Away,CHI
Terry Rozier,CHO,15,23.682,23.5,2024-01-05,Away,CHI
Terry Rozier,CHO,15,23.682,23.5,2024-01-05,Away,CHI
Terry Rozier,CHO,15,23.682,23.5,2024-01-05,Away,CHI
Terry Rozier,CHO,15,23.682,23.5,2024-01-05,Away,CHI
Terry Rozier,CHO,15,23.682,23.5,2024-01-05,Away,CHI
Terry Rozier,CHO,15,23.682,23.5,2024-01-05,Away,CHI
Terry Rozier,CHO,15,23.682,23.5,2024-01-05,Away,CHI
Terry Rozier,CHO,15,23.682,23.5,2024-01-05,Away,CHI
Terry Rozier,CHO,15,23.682,23.5,2024-01-05,Away,CHI
Terry Rozier,CHO,15,23.682,23.5,2024-01-05,Away,CHI
Terry Rozier,CHO,15,23.682,23.5,2024-01-05,Away,CHI
Terry Rozier,CHO,15,23.682,23.5,2024-01-05,Away,CHI
Terry Rozier,CHO,15,23.682,23.5,2024-01-05,Away,CHI
Terry Rozier,CHO,15,23.682,23.5,2024-01-05,Away,CHI
Terry Rozier,CHO,15,23.682,23.5,2024-01-05,Away,CHI
Terry Rozier,CHO,15,23.682,23.5,2024-01-05,Away,CHI
Terry Rozier,CHO,15,23.682,23.5,2024-01-05,Away,CHI
Terry Rozier,CHO,15,23.682,23.5,2024-01-05,Away,CHI
Terry Rozier,CHO,15,23.682,23.5,2024-01-05,Away,CHI
Terry Rozier,CHO,15,23.682,23.5,2024-01-05,Away,CHI
Terry Rozier,CHO,15,22.017,23.5,2024-01-05,Away,CHI
Terry Rozier,CHO,15,22.017,23.5,2024-01-05,Away,CHI
Terry Rozier,CHO,15,22.017,23.5,2024-01-05,Away,CHI
Terry Rozier,CHO,15,22.017,23.5,2024-01-05,Away,CHI
Terry Rozier,CHO,15,22.017,23.5,2024-01-05,Away,CHI
Terry Rozier,CHO,15,22.017,23.5,2024-01-05,Away,CHI
Terry Rozier,CHO,15,22.017,23.5,2024-01-05,Away,CHI
Terry Rozier,CHO,15,22.017,23.5,2024-01-05,Away,CHI
Terry Rozier,CHO,15,22.017,23.5,2024-01-05,Away,CHI
Terry Rozier,CHO,15,22.017,23.5,2024-01-05,Away,CHI
Terry Rozier,CHO,15,22.017,23.5,2024-01-05,Away,CHI
Terry Rozier,CHO,15,22.017,23.5,2024-01-05,Away,CHI
Terry Rozier,CHO,15,22.017,23.5,2024-01-05,Away,CHI
Terry Rozier,CHO,15,22.017,23.5,2024-01-05,Away,CHI
Terry Rozier,CHO,15,22.017,23.5,2024-01-05,Away,CHI
Terry Rozier,CHO,15,22.017,23.5,2024-01-05,Away,CHI
Terry Rozier,CHO,15,22.017,23.5,2024-01-05,Away,CHI
Terry Rozier,CHO,15,22.017,23.5,2024-01-05,Away,CHI
Terry Rozier,CHO,15,22.017,23.5,2024-01-05,Away,CHI
Terry Rozier,CHO,15,22.017,23.5,2024-01-05,Away,CHI
Terry Rozier,CHO,15,22.017,23.5,2024-01-05,Away,CHI
Terry Rozier,CHO,15,22.017,23.5,2024-01-05,Away,CHI
Terry Rozier,CHO,15,22.017,23.5,2024-01-05,Away,CHI
Terry Rozier,CHO,15,22.017,23.5,2024-01-05,Away,CHI
Terry Rozier,CHO,15,22.017,23.5,2024-01-05,Away,CHI
Terry Rozier,CHO,15,22.017,23.5,2024-01-05,Away,CHI
Terry Rozier,CHO,15,22.017,23.5,2024-01-05,Away,CHI
Terry Rozier,CHO,15,22.017,23.5,2024-01-05,Away,CHI
Terry Rozier,CHO,15,22.017,23.5,2024-01-05,Away,CHI
Terry Rozier,CHO,15,22.017,23.5,2024-01-05,Away,CHI
Terry Rozier,CHO,15,22.017,23.5,2024-01-05,Away,CHI
Terry Rozier,CHO,15,22.017,23.5,2024-01-05,Away,CHI
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI
Terry Rozier,CHO,22,24.25,26.5,2024-01-10,,SAC
Terry Rozier,CHO,22,24.25,26.5,2024-01-10,,SAC
Terry Rozier,CHO,22,24.25,26.5,2024-01-10,,SAC
Terry Rozier,CHO,22,24.25,26.5,2024-01-10,,SAC
Terry Rozier,CHO,22,24.25,26.5,2024-01-10,,SAC
Terry Rozier,CHO,22,24.25,26.5,2024-01-10,,SAC
Terry Rozier,CHO,22,24.25,26.5,2024-01-10,,SAC
Terry Rozier,CHO,22,24.25,26.5,2024-01-10,,SAC
Terry Rozier,CHO,22,24.25,26.5,2024-01-10,,SAC
Terry Rozier,CHO,22,24.25,26.5,2024-01-10,,SAC
Terry Rozier,CHO,22,24.25,26.5,2024-01-10,,SAC
Terry Rozier,CHO,22,24.25,26.5,2024-01-10,,SAC
Terry Rozier,CHO,22,24.25,26.5,2024-01-10,,SAC
Terry Rozier,CHO,22,24.25,26.5,2024-01-10,,SAC
Terry Rozier,CHO,22,24.25,26.5,2024-01-10,,SAC
Terry Rozier,CHO,22,24.25,26.5,2024-01-10,,SAC
Terry Rozier,CHO,22,24.25,26.5,2024-01-10,,SAC
Terry Rozier,CHO,22,24.25,26.5,2024-01-10,,SAC
Terry Rozier,CHO,22,24.25,26.5,2024-01-10,,SAC
Terry Rozier,CHO,22,24.25,26.5,2024-01-10,,SAC
Terry Rozier,CHO,22,24.25,26.5,2024-01-10,,SAC
Terry Rozier,CHO,22,24.25,26.5,2024-01-10,,SAC
Terry Rozier,CHO,22,24.25,26.5,2024-01-10,,SAC
Terry Rozier,CHO,22,24.25,26.5,2024-01-10,,SAC
Terry Rozier,CHO,22,24.25,26.5,2024-01-10,,SAC
Terry Rozier,CHO,22,24.25,26.5,2024-01-10,,SAC
Terry Rozier,CHO,22,24.25,26.5,2024-01-10,,SAC
Terry Rozier,CHO,22,24.25,26.5,2024-01-10,,SAC
Terry Rozier,CHO,22,24.25,26.5,2024-01-10,,SAC
Terry Rozier,CHO,22,24.25,26.5,2024-01-10,,SAC
Terry Rozier,CHO,22,24.25,26.5,2024-01-10,,SAC
Terry Rozier,CHO,22,24.25,26.5,2024-01-10,,SAC
Terry Rozier,CHO,22,22.29,26.5,2024-01-10,,SAC
Terry Rozier,CHO,22,22.29,26.5,2024-01-10,,SAC
Terry Rozier,CHO,22,22.29,26.5,2024-01-10,,SAC
Terry Rozier,CHO,22,22.29,26.5,2024-01-10,,SAC
Terry Rozier,CHO,22,22.29,26.5,2024-01-10,,SAC
Terry Rozier,CHO,22,22.29,26.5,2024-01-10,,SAC
Terry Rozier,CHO,22,22.29,26.5,2024-01-10,,SAC
Terry Rozier,CHO,22,22.29,26.5,2024-01-10,,SAC
Terry Rozier,CHO,22,22.29,26.5,2024-01-10,,SAC
Terry Rozier,CHO,22,22.29,26.5,2024-01-10,,SAC
Terry Rozier,CHO,22,22.29,26.5,2024-01-10,,SAC
Terry Rozier,CHO,22,22.29,26.5,2024-01-10,,SAC
Terry Rozier,CHO,22,22.29,26.5,2024-01-10,,SAC
Terry Rozier,CHO,22,22.29,26.5,2024-01-10,,SAC
Terry Rozier,CHO,22,22.29,26.5,2024-01-10,,SAC
Terry Rozier,CHO,22,22.29,26.5,2024-01-10,,SAC
Terry Rozier,CHO,22,22.29,26.5,2024-01-10,,SAC
Terry Rozier,CHO,22,22.29,26.5,2024-01-10,,SAC
Terry Rozier,CHO,22,22.29,26.5,2024-01-10,,SAC
Terry Rozier,CHO,22,22.29,26.5,2024-01-10,,SAC
Terry Rozier,CHO,22,22.29,26.5,2024-01-10,,SAC
Terry Rozier,CHO,22,22.29,26.5,2024-01-10,,SAC
Terry Rozier,CHO,22,22.29,26.5,2024-01-10,,SAC
Terry Rozier,CHO,22,22.29,26.5,2024-01-10,,SAC
Terry Rozier,CHO,22,22.29,26.5,2024-01-10,,SAC
Terry Rozier,CHO,22,22.29,26.5,2024-01-10,,SAC
Terry Rozier,CHO,22,22.29,26.5,2024-01-10,,SAC
Terry Rozier,CHO,22,22.29,26.5,2024-01-10,,SAC
Terry Rozier,CHO,22,22.29,26.5,2024-01-10,,SAC
Terry Rozier,CHO,22,22.29,26.5,2024-01-10,,SAC
Terry Rozier,CHO,22,22.29,26.5,2024-01-10,,SAC
Terry Rozier,CHO,22,22.29,26.5,2024-01-10,,SAC
Terry Rozier,CHO,26,24.0,27.5,2024-01-14,Away,MIA
Terry Rozier,CHO,26,24.0,27.5,2024-01-14,Away,MIA
Terry Rozier,CHO,26,24.0,27.5,2024-01-14,Away,MIA
Terry Rozier,CHO,26,24.0,27.5,2024-01-14,Away,MIA
Terry Rozier,CHO,26,24.0,27.5,2024-01-14,Away,MIA
Terry Rozier,CHO,26,24.0,27.5,2024-01-14,Away,MIA
Terry Rozier,CHO,26,24.0,27.5,2024-01-14,Away,MIA
Terry Rozier,CHO,26,24.0,27.5,2024-01-14,Away,MIA
Terry Rozier,CHO,26,24.0,27.5,2024-01-14,Away,MIA
Terry Rozier,CHO,26,24.0,27.5,2024-01-14,Away,MIA
Terry Rozier,CHO,26,24.0,27.5,2024-01-14,Away,MIA
Terry Rozier,CHO,26,24.0,27.5,2024-01-14,Away,MIA
Terry Rozier,CHO,26,24.0,27.5,2024-01-14,Away,MIA
Terry Rozier,CHO,26,24.0,27.5,2024-01-14,Away,MIA
Terry Rozier,CHO,26,24.0,27.5,2024-01-14,Away,MIA
Terry Rozier,CHO,26,24.0,27.5,2024-01-14,Away,MIA
Terry Rozier,CHO,26,24.0,27.5,2024-01-14,Away,MIA
Terry Rozier,CHO,26,24.0,27.5,2024-01-14,Away,MIA
Terry Rozier,CHO,26,24.0,27.5,2024-01-14,Away,MIA
Terry Rozier,CHO,26,24.0,27.5,2024-01-14,Away,MIA
Terry Rozier,CHO,26,24.0,27.5,2024-01-14,Away,MIA
Terry Rozier,CHO,26,24.0,27.5,2024-01-14,Away,MIA
Terry Rozier,CHO,26,24.0,27.5,2024-01-14,Away,MIA
Terry Rozier,CHO,26,24.0,27.5,2024-01-14,Away,MIA
Terry Rozier,CHO,26,24.0,27.5,2024-01-14,Away,MIA
Terry Rozier,CHO,26,24.0,27.5,2024-01-14,Away,MIA
Terry Rozier,CHO,26,24.0,27.5,2024-01-14,Away,MIA
Terry Rozier,CHO,26,24.0,27.5,2024-01-14,Away,MIA
Terry Rozier,CHO,26,24.0,27.5,2024-01-14,Away,MIA
Terry Rozier,CHO,26,24.0,27.5,2024-01-14,Away,MIA
Terry Rozier,CHO,26,24.0,27.5,2024-01-14,Away,MIA
Terry Rozier,CHO,26,24.0,27.5,2024-01-14,Away,MIA
Terry Rozier,CHO,26,22.25,27.5,2024-01-14,Away,MIA
Terry Rozier,CHO,26,22.25,27.5,2024-01-14,Away,MIA
Terry Rozier,CHO,26,22.25,27.5,2024-01-14,Away,MIA
Terry Rozier,CHO,26,22.25,27.5,2024-01-14,Away,MIA
Terry Rozier,CHO,26,22.25,27.5,2024-01-14,Away,MIA
Terry Rozier,CHO,26,22.25,27.5,2024-01-14,Away,MIA
Terry Rozier,CHO,26,22.25,27.5,2024-01-14,Away,MIA
Terry Rozier,CHO,26,22.25,27.5,2024-01-14,Away,MIA
Terry Rozier,CHO,26,22.25,27.5,2024-01-14,Away,MIA
Terry Rozier,CHO,26,22.25,27.5,2024-01-14,Away,MIA
Terry Rozier,CHO,26,22.25,27.5,2024-01-14,Away,MIA
Terry Rozier,CHO,26,22.25,27.5,2024-01-14,Away,MIA
Terry Rozier,CHO,26,22.25,27.5,2024-01-14,Away,MIA
Terry Rozier,CHO,26,22.25,27.5,2024-01-14,Away,MIA
Terry Rozier,CHO,26,22.25,27.5,2024-01-14,Away,MIA
Terry Rozier,CHO,26,22.25,27.5,2024-01-14,Away,MIA
Terry Rozier,CHO,26,22.25,27.5,2024-01-14,Away,MIA
Terry Rozier,CHO,26,22.25,27.5,2024-01-14,Away,MIA
Terry Rozier,CHO,26,22.25,27.5,2024-01-14,Away,MIA
Terry Rozier,CHO,26,22.25,27.5,2024-01-14,Away,MIA
Terry Rozier,CHO,26,22.25,27.5,2024-01-14,Away,MIA
Terry Rozier,CHO,26,22.25,27.5,2024-01-14,Away,MIA
Terry Rozier,CHO,26,22.25,27.5,2024-01-14,Away,MIA
Terry Rozier,CHO,26,22.25,27.5,2024-01-14,Away,MIA
Terry Rozier,CHO,26,22.25,27.5,2024-01-14,Away,MIA
Terry Rozier,CHO,26,22.25,27.5,2024-01-14,Away,MIA
Terry Rozier,CHO,26,22.25,27.5,2024-01-14,Away,MIA
Terry Rozier,CHO,26,22.25,27.5,2024-01-14,Away,MIA
Terry Rozier,CHO,26,22.25,27.5,2024-01-14,Away,MIA
Terry Rozier,CHO,26,22.25,27.5,2024-01-14,Away,MIA
Terry Rozier,CHO,26,22.25,27.5,2024-01-14,Away,MIA
Terry Rozier,CHO,26,22.25,27.5,2024-01-14,Away,MIA
Terry Rozier,CHO,25,24.037,20.5,2024-01-17,Away,NOP
Terry Rozier,CHO,25,24.037,20.5,2024-01-17,Away,NOP
Terry Rozier,CHO,25,24.037,20.5,2024-01-17,Away,NOP
Terry Rozier,CHO,25,24.037,20.5,2024-01-17,Away,NOP
Terry Rozier,CHO,25,24.037,20.5,2024-01-17,Away,NOP
Terry Rozier,CHO,25,24.037,20.5,2024-01-17,Away,NOP
Terry Rozier,CHO,25,24.037,20.5,2024-01-17,Away,NOP
Terry Rozier,CHO,25,24.037,20.5,2024-01-17,Away,NOP
Terry Rozier,CHO,25,24.037,20.5,2024-01-17,Away,NOP
Terry Rozier,CHO,25,24.037,20.5,2024-01-17,Away,NOP
Terry Rozier,CHO,25,24.037,20.5,2024-01-17,Away,NOP
Terry Rozier,CHO,25,24.037,20.5,2024-01-17,Away,NOP
Terry Rozier,CHO,25,24.037,20.5,2024-01-17,Away,NOP
Terry Rozier,CHO,25,24.037,20.5,2024-01-17,Away,NOP
Terry Rozier,CHO,25,24.037,20.5,2024-01-17,Away,NOP
Terry Rozier,CHO,25,24.037,20.5,2024-01-17,Away,NOP
Terry Rozier,CHO,25,24.037,20.5,2024-01-17,Away,NOP
Terry Rozier,CHO,25,24.037,20.5,2024-01-17,Away,NOP
Terry Rozier,CHO,25,24.037,20.5,2024-01-17,Away,NOP
Terry Rozier,CHO,25,24.037,20.5,2024-01-17,Away,NOP
Terry Rozier,CHO,25,24.037,20.5,2024-01-17,Away,NOP
Terry Rozier,CHO,25,24.037,20.5,2024-01-17,Away,NOP
Terry Rozier,CHO,25,24.037,20.5,2024-01-17,Away,NOP
Terry Rozier,CHO,25,24.037,20.5,2024-01-17,Away,NOP
Terry Rozier,CHO,25,24.037,20.5,2024-01-17,Away,NOP
Terry Rozier,CHO,25,24.037,20.5,2024-01-17,Away,NOP
Terry Rozier,CHO,25,24.037,20.5,2024-01-17,Away,NOP
Terry Rozier,CHO,25,24.037,20.5,2024-01-17,Away,NOP
Terry Rozier,CHO,25,24.037,20.5,2024-01-17,Away,NOP
Terry Rozier,CHO,25,24.037,20.5,2024-01-17,Away,NOP
Terry Rozier,CHO,25,24.037,20.5,2024-01-17,Away,NOP
Terry Rozier,CHO,25,24.037,20.5,2024-01-17,Away,NOP
Terry Rozier,CHO,25,22.292,20.5,2024-01-17,Away,NOP
Terry Rozier,CHO,25,22.292,20.5,2024-01-17,Away,NOP
Terry Rozier,CHO,25,22.292,20.5,2024-01-17,Away,NOP
Terry Rozier,CHO,25,22.292,20.5,2024-01-17,Away,NOP
Terry Rozier,CHO,25,22.292,20.5,2024-01-17,Away,NOP
Terry Rozier,CHO,25,22.292,20.5,2024-01-17,Away,NOP
Terry Rozier,CHO,25,22.292,20.5,2024-01-17,Away,NOP
Terry Rozier,CHO,25,22.292,20.5,2024-01-17,Away,NOP
Terry Rozier,CHO,25,22.292,20.5,2024-01-17,Away,NOP
Terry Rozier,CHO,25,22.292,20.5,2024-01-17,Away,NOP
Terry Rozier,CHO,25,22.292,20.5,2024-01-17,Away,NOP
Terry Rozier,CHO,25,22.292,20.5,2024-01-17,Away,NOP
Terry Rozier,CHO,25,22.292,20.5,2024-01-17,Away,NOP
Terry Rozier,CHO,25,22.292,20.5,2024-01-17,Away,NOP
Terry Rozier,CHO,25,22.292,20.5,2024-01-17,Away,NOP
Terry Rozier,CHO,25,22.292,20.5,2024-01-17,Away,NOP
Terry Rozier,CHO,25,22.292,20.5,2024-01-17,Away,NOP
Terry Rozier,CHO,25,22.292,20.5,2024-01-17,Away,NOP
Terry Rozier,CHO,25,22.292,20.5,2024-01-17,Away,NOP
Terry Rozier,CHO,25,22.292,20.5,2024-01-17,Away,NOP
Terry Rozier,CHO,25,22.292,20.5,2024-01-17,Away,NOP
Terry Rozier,CHO,25,22.292,20.5,2024-01-17,Away,NOP
Terry Rozier,CHO,25,22.292,20.5,2024-01-17,Away,NOP
Terry Rozier,CHO,25,22.292,20.5,2024-01-17,Away,NOP
Terry Rozier,CHO,25,22.292,20.5,2024-01-17,Away,NOP
Terry Rozier,CHO,25,22.292,20.5,2024-01-17,Away,NOP
Terry Rozier,CHO,25,22.292,20.5,2024-01-17,Away,NOP
Terry Rozier,CHO,25,22.292,20.5,2024-01-17,Away,NOP
Terry Rozier,CHO,25,22.292,20.5,2024-01-17,Away,NOP
Terry Rozier,CHO,25,22.292,20.5,2024-01-17,Away,NOP
Terry Rozier,CHO,25,22.292,20.5,2024-01-17,Away,NOP
Terry Rozier,CHO,25,22.292,20.5,2024-01-17,Away,NOP
Terry Rozier,CHO,17,23.786,24.5,2024-01-19,,SAS
Terry Rozier,CHO,17,23.786,24.5,2024-01-19,,SAS
Terry Rozier,CHO,17,23.786,24.5,2024-01-19,,SAS
Terry Rozier,CHO,17,23.786,24.5,2024-01-19,,SAS
Terry Rozier,CHO,17,23.786,24.5,2024-01-19,,SAS
Terry Rozier,CHO,17,23.786,24.5,2024-01-19,,SAS
Terry Rozier,CHO,17,23.786,24.5,2024-01-19,,SAS
Terry Rozier,CHO,17,23.786,24.5,2024-01-19,,SAS
Terry Rozier,CHO,17,23.786,24.5,2024-01-19,,SAS
Terry Rozier,CHO,17,23.786,24.5,2024-01-19,,SAS
Terry Rozier,CHO,17,23.786,24.5,2024-01-19,,SAS
Terry Rozier,CHO,17,23.786,24.5,2024-01-19,,SAS
Terry Rozier,CHO,17,23.786,24.5,2024-01-19,,SAS
Terry Rozier,CHO,17,23.786,24.5,2024-01-19,,SAS
Terry Rozier,CHO,17,23.786,24.5,2024-01-19,,SAS
Terry Rozier,CHO,17,23.786,24.5,2024-01-19,,SAS
Terry Rozier,CHO,17,23.786,24.5,2024-01-19,,SAS
Terry Rozier,CHO,17,23.786,24.5,2024-01-19,,SAS
Terry Rozier,CHO,17,23.786,24.5,2024-01-19,,SAS
Terry Rozier,CHO,17,23.786,24.5,2024-01-19,,SAS
Terry Rozier,CHO,17,23.786,24.5,2024-01-19,,SAS
Terry Rozier,CHO,17,23.786,24.5,2024-01-19,,SAS
Terry Rozier,CHO,17,23.786,24.5,2024-01-19,,SAS
Terry Rozier,CHO,17,23.786,24.5,2024-01-19,,SAS
Terry Rozier,CHO,17,23.786,24.5,2024-01-19,,SAS
Terry Rozier,CHO,17,23.786,24.5,2024-01-19,,SAS
Terry Rozier,CHO,17,23.786,24.5,2024-01-19,,SAS
